date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:27	11223/11223	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:16%20GMT	http://www.capsu.org/1503/6.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/6.html	(from )
11:50:27	10309/10309	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:16%20GMT	http://www.capsu.org/1503/7.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/7.html	(from )
11:50:28	9822/9822	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:17%20GMT	http://www.capsu.org/1503/8.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/8.html	(from )
11:50:28	15457/15457	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:17%20GMT	http://www.capsu.org/1503/9.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/9.html	(from )
11:50:29	11516/11516	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:11%20GMT	http://www.capsu.org/1503/10.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/10.html	(from )
11:50:29	5743/5743	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:18%20GMT	http://www.capsu.org/1503/a.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/a.html	(from )
11:50:30	14031/14031	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:56%20GMT	http://www.capsu.org/1503/setup.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/setup.html	(from )
11:50:30	8530/8530	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:35%20GMT	http://www.capsu.org/1503/interface.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/interface.html	(from )
11:50:30	4475/4475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202009%2013:12:53%20GMT	http://www.capsu.org/1503/logo.jpg	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/logo.jpg	(from )
11:50:31	16768/16768	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:23%20GMT	http://www.capsu.org/1503/climate_resources.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/climate_resources.html	(from )
11:50:31	17115/17115	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:53%20GMT	http://www.capsu.org/1503/roads_storage.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/roads_storage.html	(from )
11:50:32	19667/19667	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:25%20GMT	http://www.capsu.org/1503/colony_buildings.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/colony_buildings.html	(from )
11:50:33	22493/22493	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:25%20GMT	http://www.capsu.org/1503/colony_development.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/colony_development.html	(from )
11:50:33	8564/8564	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:50%20GMT	http://www.capsu.org/1503/research.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/research.html	(from )
11:50:34	15001/15001	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:03%20GMT	http://www.capsu.org/1503/trade_diplomacy.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/trade_diplomacy.html	(from )
11:50:34	12990/12990	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:46%20GMT	http://www.capsu.org/1503/pirates_natives.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/pirates_natives.html	(from )
11:50:35	12879/12879	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:56%20GMT	http://www.capsu.org/1503/ships.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/ships.html	(from )
11:50:35	16661/16661	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:40%20GMT	http://www.capsu.org/1503/military_units.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/military_units.html	(from )
11:50:36	9481/9481	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:27%20GMT	http://www.capsu.org/1503/combat.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/combat.html	(from )
11:50:37	39393/39393	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:27%20GMT	http://www.capsu.org/1503/colony_planning.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/colony_planning.html	(from )
11:50:38	27297/27297	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:34%20GMT	http://www.capsu.org/1503/industry_planning.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/industry_planning.html	(from )
11:50:39	14173/14173	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:26%20GMT	http://www.capsu.org/1503/colony_management.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/colony_management.html	(from )
11:50:40	16331/16331	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:04%20GMT	http://www.capsu.org/1503/trade_strategy.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/trade_strategy.html	(from )
11:50:40	10443/10443	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:46%20GMT	http://www.capsu.org/1503/pirate_native_strategy.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/pirate_native_strategy.html	(from )
11:50:41	27208/27208	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:40%20GMT	http://www.capsu.org/1503/military_strategy.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/military_strategy.html	(from )
11:50:42	19039/19039	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:43%20GMT	http://www.capsu.org/1503/nova_fora.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/nova_fora.html	(from )
11:50:42	24458/24458	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:21%20GMT	http://www.capsu.org/1503/barbarrossas_throne.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/barbarrossas_throne.html	(from )
11:50:43	20756/20756	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:32%20GMT	http://www.capsu.org/1503/helter_skelter.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/helter_skelter.html	(from )
11:50:44	12603/12603	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:34%20GMT	http://www.capsu.org/1503/infernal_triad.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/infernal_triad.html	(from )
11:50:45	10893/10893	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:45%20GMT	http://www.capsu.org/1503/pack_ice.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/pack_ice.html	(from )
11:50:45	8505/8505	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:02%20GMT	http://www.capsu.org/1503/toguldurs_stone.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/toguldurs_stone.html	(from )
11:50:46	36403/36403	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:43%20GMT	http://www.capsu.org/1503/new_acquaintances.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/new_acquaintances.html	(from )
11:50:46	13773/13773	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:51%20GMT	http://www.capsu.org/1503/resistance.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/resistance.html	(from )
11:50:47	13787/13787	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:30%20GMT	http://www.capsu.org/1503/genesis.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/genesis.html	(from )
11:50:47	14472/14472	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:52%20GMT	http://www.capsu.org/1503/revenge.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/revenge.html	(from )
11:50:48	11069/11069	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:49%20GMT	http://www.capsu.org/1503/quentins_reef.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/quentins_reef.html	(from )
11:50:48	14470/14470	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:36%20GMT	http://www.capsu.org/1503/justice.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/justice.html	(from )
11:50:49	9579/9579	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:31%20GMT	http://www.capsu.org/1503/good_or_bad.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/good_or_bad.html	(from )
11:50:49	12550/12550	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:32%20GMT	http://www.capsu.org/1503/hobsons_choice.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/hobsons_choice.html	(from )
11:50:50	13076/13076	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:53%20GMT	http://www.capsu.org/1503/ruthless_richard.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/ruthless_richard.html	(from )
11:50:50	10179/10179	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:30%20GMT	http://www.capsu.org/1503/friendly_neighbors.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/friendly_neighbors.html	(from )
11:50:51	10170/10170	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:00%20GMT	http://www.capsu.org/1503/the_bet.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/the_bet.html	(from )
11:50:51	15143/15143	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:47%20GMT	http://www.capsu.org/1503/playing_for_time.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/playing_for_time.html	(from )
11:50:52	9324/9324	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:54%20GMT	http://www.capsu.org/1503/settlement_recipe.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/settlement_recipe.html	(from )
11:50:52	13353/13353	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:00%20GMT	http://www.capsu.org/1503/the_king_of_ore.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/the_king_of_ore.html	(from )
11:50:53	9179/9179	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:37%20GMT	http://www.capsu.org/1503/many_small_islands.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/many_small_islands.html	(from )
11:50:53	10593/10593	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:41%20GMT	http://www.capsu.org/1503/negative_influence.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/negative_influence.html	(from )
11:50:53	14906/14906	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:57%20GMT	http://www.capsu.org/1503/siege.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/siege.html	(from )
11:50:54	16364/16364	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:01%20GMT	http://www.capsu.org/1503/the_marquess.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/the_marquess.html	(from )
11:50:55	17160/17160	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:38%20GMT	http://www.capsu.org/1503/metropol.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/metropol.html	(from )
11:50:55	17906/17906	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:54%20GMT	http://www.capsu.org/1503/scavenger_hunt.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/scavenger_hunt.html	(from )
11:50:56	13948/13948	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:21%20GMT	http://www.capsu.org/1503/brother_against_brother.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/brother_against_brother.html	(from )
11:50:56	15594/15594	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:19%20GMT	http://www.capsu.org/1503/a_pirates_life.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/a_pirates_life.html	(from )
11:50:57	13469/13469	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:44%20GMT	http://www.capsu.org/1503/ore_monopoly.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/ore_monopoly.html	(from )
11:50:58	12877/12877	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:19%20GMT	http://www.capsu.org/1503/a_plague_of_pirates.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/a_plague_of_pirates.html	(from )
11:50:58	11848/11848	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:04%20GMT	http://www.capsu.org/1503/trade_with_montana.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/trade_with_montana.html	(from )
11:50:58	13394/13394	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:58%20GMT	http://www.capsu.org/1503/sole_ruler.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/sole_ruler.html	(from )
11:50:59	9422/9422	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:57%20GMT	http://www.capsu.org/1503/smugglers.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/smugglers.html	(from )
11:50:59	14741/14741	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:41%20GMT	http://www.capsu.org/1503/mountains_of_fire.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/mountains_of_fire.html	(from )
11:51:00	11329/11329	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:02%20GMT	http://www.capsu.org/1503/the_native_americans_curse.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/the_native_americans_curse.html	(from )
11:51:00	15689/15689	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:20%20GMT	http://www.capsu.org/1503/a_small_world.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/a_small_world.html	(from )
11:51:00	7129/7129	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:29%20GMT	http://www.capsu.org/1503/desert_battle.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/desert_battle.html	(from )
11:51:02	38351/38351	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:23%20GMT	http://www.capsu.org/1503/building_industry_data.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/building_industry_data.html	(from )
11:51:03	20090/20090	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:48%20GMT	http://www.capsu.org/1503/production_links.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/production_links.html	(from )
11:51:04	36617/36617	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:48%20GMT	http://www.capsu.org/1503/production_efficiency.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/production_efficiency.html	(from )
11:51:05	10292/10292	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:38%20GMT	http://www.capsu.org/1503/military_ship_data.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/military_ship_data.html	(from )
11:51:05	10952/10952	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:51:51%20GMT	http://www.capsu.org/1503/research_trees.html	C:/My%20Web%20Sites/1503%20guide/www.capsu.org/1503/research_trees.html	(from )
